drug_name,chembl_id,mechanism_of_actions,smiles
GEMIGLIPTIN,CHEMBL3707235,Dipeptidyl peptidase IV inhibitor,N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O
BEGELOMAB,CHEMBL3833357,Dipeptidyl peptidase IV inhibitor,
DUTOGLIPTIN,CHEMBL4296719,Dipeptidyl peptidase IV inhibitor,O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O
BISEGLIPTIN,CHEMBL4297624,Dipeptidyl peptidase IV inhibitor,CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2
NICOTINE,CHEMBL3,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CN1CCC[C@H]1c1cccnc1
SOFINICLINE,CHEMBL238465,Neuronal acetylcholine receptor; alpha4/beta2 agonist,Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl
DBPR-108,CHEMBL1082462,Dipeptidyl peptidase IV inhibitor,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N
NICOTINE POLACRILEX,CHEMBL1201536,Neuronal acetylcholine receptor; alpha4/beta2 agonist,
TEBANICLINE TOSYLATE,CHEMBL2104964,Neuronal acetylcholine receptor; alpha4/beta2 agonist,Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1
AZD1446,CHEMBL2179529,Neuronal acetylcholine receptor; alpha4/beta2 agonist,O=C(c1ccc(Cl)o1)N1CC2CNCC2C1
SIMPINICLINE,CHEMBL4594254,Neuronal acetylcholine receptor; alpha4/beta2 agonist,C(=C/[C@H]1CCNC1)\c1cncnc1
SITAGLIPTIN FUMARATE,CHEMBL5315049,Dipeptidyl peptidase IV inhibitor,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O
VARENICLINE TARTRATE,CHEMBL6067972,Neuronal acetylcholine receptor; alpha4/beta2 agonist,O=C(O)[C@H](O)[C@@H](O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1
SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,CHEMBL6068334,Dipeptidyl peptidase IV inhibitor,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O
DNK333,CHEMBL105060,Neurokinin 1 receptor antagonist,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1
ALTINICLINE,CHEMBL111659,Neuronal acetylcholine receptor; alpha4/beta2 agonist,C#Cc1cncc([C@@H]2CCCN2C)c1
NETUPITANT,CHEMBL206253,Neurokinin 1 receptor antagonist,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
APREPITANT,CHEMBL1471,Neurokinin 1 receptor antagonist,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
SERLOPITANT,CHEMBL447955,Neurokinin 1 receptor antagonist,C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
FOSAPREPITANT DIMEGLUMINE,CHEMBL1201782,Neurokinin 1 receptor antagonist,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
FIGOPITANT,CHEMBL2104927,Neurokinin 1 receptor antagonist,CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1
VESTIPITANT MESYLATE,CHEMBL2104992,Neurokinin 1 receptor antagonist,CS(=O)(=O)O.Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
ORVEPITANT,CHEMBL2105667,Neurokinin 1 receptor antagonist,Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
ROLAPITANT HYDROCHLORIDE,CHEMBL3707330,Neurokinin 1 receptor antagonist,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.O
VOFOPITANT,CHEMBL522302,Neurokinin 1 receptor antagonist,COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
EZLOPITANT,CHEMBL515966,Neurokinin 1 receptor antagonist,COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1
APROTININ,CHEMBL1201619,Plasma kallikrein inhibitor | Plasminogen inhibitor,
ECALLANTIDE,CHEMBL1201837,Plasma kallikrein inhibitor,
CASOPITANT,CHEMBL1672054,Neurokinin 1 receptor antagonist,CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1
BURAPITANT,CHEMBL3544947,Neurokinin 1 receptor antagonist,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1
TRADIPITANT,CHEMBL3544984,Neurokinin 1 receptor antagonist,O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1
LANADELUMAB,CHEMBL3545189,Plasma kallikrein inhibitor,
FOSNETUPITANT CHLORIDE HYDROCHLORIDE,CHEMBL3989919,Neurokinin 1 receptor antagonist,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.[Cl-]
ELINZANETANT,CHEMBL4802157,Neurokinin 1 receptor antagonist,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
NAMILUMAB,CHEMBL1743044,Granulocyte-macrophage colony-stimulating factor inhibitor,
IBRUTINIB,CHEMBL1873475,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
GIMSILUMAB,CHEMBL2109430,Granulocyte-macrophage colony-stimulating factor inhibitor,
OTILIMAB,CHEMBL2109433,Granulocyte-macrophage colony-stimulating factor inhibitor,
SPEBRUTINIB BESYLATE,CHEMBL3301600,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1.O=S(=O)(O)c1ccccc1
LENZILUMAB,CHEMBL3707325,Granulocyte-macrophage colony-stimulating factor inhibitor,
POSELTINIB,CHEMBL4163691,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1
AVORALSTAT,CHEMBL4297502,Plasma kallikrein inhibitor,C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC
HUMAN C1-ESTERASE INHIBITOR,CHEMBL4297549,Plasma kallikrein inhibitor,
BEROTRALSTAT HYDROCHLORIDE,CHEMBL6067995,Plasma kallikrein inhibitor,Cl.Cl.N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1
MSC-2364447,CHEMBL3545193,Tyrosine-protein kinase BTK inhibitor,
RILZABRUTINIB,CHEMBL3702854,Tyrosine-protein kinase BTK inhibitor,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1
ACALABRUTINIB,CHEMBL3707348,Tyrosine-protein kinase BTK inhibitor,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
BMS-986142,CHEMBL3900554,Tyrosine-protein kinase BTK inhibitor,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O
ZANUBRUTINIB,CHEMBL3936761,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
FENEBRUTINIB,CHEMBL4065122,Tyrosine-protein kinase BTK inhibitor,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1
TIRABRUTINIB,CHEMBL4071161,Tyrosine-protein kinase BTK inhibitor,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
EVOBRUTINIB,CHEMBL4072833,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1
BRANEBRUTINIB,CHEMBL4297674,Tyrosine-protein kinase BTK inhibitor,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1
ELSUBRUTINIB,CHEMBL4594348,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC[C@@H](c2ccc(C(N)=O)c3[nH]ccc23)C1
TICAGRELOR,CHEMBL398435,Purinergic receptor P2Y12 negative allosteric modulator,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
BRENSOCATIB,CHEMBL3900409,Dipeptidyl peptidase I inhibitor,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21
VECABRUTINIB,CHEMBL4297640,Tyrosine-protein kinase BTK inhibitor,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O
ABIVERTINIB,CHEMBL4297865,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
ABIVERTINIB MALEATE,CHEMBL4297866,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O.O.O=C(O)/C=C\C(=O)O
ACALABRUTINIB MALEATE,CHEMBL4594293,Tyrosine-protein kinase BTK inhibitor,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O=C(O)/C=C\C(=O)O
ORELABRUTINIB,CHEMBL4650321,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC(c2ccc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)CC1
TOLEBRUTINIB,CHEMBL4650323,Tyrosine-protein kinase BTK inhibitor,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1
EDRALBRUTINIB,CHEMBL4650338,Tyrosine-protein kinase BTK inhibitor,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1
PIRTOBRUTINIB,CHEMBL4650485,Tyrosine-protein kinase BTK inhibitor,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1
RETASPIMYCIN HYDROCHLORIDE,CHEMBL377559,Heat shock protein HSP90 inhibitor,C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl
AGATOLIMOD SODIUM,CHEMBL2103793,Toll-like receptor 9 agonist,Cc1cn([C@H]2C[C@H](OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](CO)O2)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
GANETESPIB,CHEMBL2103879,Heat shock protein HSP90 inhibitor,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
COBITOLIMOD,CHEMBL4297564,Toll-like receptor 9 agonist,
1018 ISS,CHEMBL4297680,Toll-like receptor 9 agonist,
CD24FC,CHEMBL4297717,Heat shock 70 kDa protein 1A/1B inhibitor | Heat shock protein HSP90 inhibitor | High mobility group protein B1 inhibitor | Sialic acid-binding Ig-like lectin 10 modulator,
LEFITOLIMOD,CHEMBL4297776,Toll-like receptor 9 agonist,
TILSOTOLIMOD,CHEMBL4297838,Toll-like receptor 9 agonist,
EMD-1201081,CHEMBL4297993,Toll-like receptor 9 agonist,
TILSOTOLIMOD SODIUM,CHEMBL4297994,Toll-like receptor 9 agonist,
TANESPIMYCIN,CHEMBL109480,Heat shock protein HSP90 inhibitor,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
ALVESPIMYCIN,CHEMBL383824,Heat shock protein HSP90 inhibitor,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
LUMINESPIB,CHEMBL252164,Heat shock protein HSP90 inhibitor,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
BIIB021,CHEMBL467399,Heat shock protein HSP90 inhibitor,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C
SNX 5422,CHEMBL1195136,Heat shock protein HSP90 inhibitor,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1
ECULIZUMAB,CHEMBL1201828,Complement C5 inhibitor,
ONALESPIB,CHEMBL1214827,Heat shock protein HSP90 inhibitor,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
PEXELIZUMAB,CHEMBL2107979,Complement C5 inhibitor,
ROPEGINTERFERON ALFA-2B,CHEMBL4297819,Interferon alpha/beta receptor positive modulator,
ASUNERCEPT,CHEMBL4297886,Tumor necrosis factor ligand superfamily member 6 binding agent,
EMPAGLIFLOZIN,CHEMBL2107830,Sodium/glucose cotransporter 2 inhibitor,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
VILOBELIMAB,CHEMBL2109636,Complement C5 inhibitor,
RAVULIZUMAB,CHEMBL3989986,Complement C5 inhibitor,
OLENDALIZUMAB,CHEMBL3990025,Complement C5 inhibitor,
AVACINCAPTAD PEGOL SODIUM,CHEMBL4297889,Complement C5 inhibitor,
NOMACOPAN,CHEMBL4297928,Complement C5 inhibitor,
POZELIMAB,CHEMBL4298086,Complement C5 inhibitor,
ZILUCOPLAN,CHEMBL4298207,Complement C5 inhibitor,
CANAGLIFLOZIN,CHEMBL4594217,Sodium/glucose cotransporter 2 inhibitor,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O
CROVALIMAB,CHEMBL4594316,Complement C5 inhibitor,
DAPAGLIFLOZIN,CHEMBL429910,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
SERGLIFLOZIN ETABONATE,CHEMBL450044,Sodium/glucose cotransporter 2 inhibitor,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O
ERTUGLIFLOZIN,CHEMBL1770248,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
BEXAGLIFLOZIN,CHEMBL1808388,Sodium/glucose cotransporter 2 inhibitor,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
REMOGLIFLOZIN ETABONATE,CHEMBL2028665,Sodium/glucose cotransporter 2 inhibitor,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O
DAPAGLIFLOZIN PROPANEDIOL,CHEMBL2103802,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O
TOFOGLIFLOZIN,CHEMBL2105711,Sodium/glucose cotransporter 2 inhibitor,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O
SOTAGLIFLOZIN,CHEMBL3039507,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
LICOGLIFLOZIN,CHEMBL4297625,Sodium/glucose cotransporter 2 inhibitor,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2
IPRAGLIFLOZIN L-PROLINE,CHEMBL4297658,Sodium/glucose cotransporter 2 inhibitor,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
AMLEXANOX,CHEMBL1096,Phosphodiesterase 4 inhibitor,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
ROFLUMILAST,CHEMBL193240,Phosphodiesterase 4 inhibitor,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
PLITIDEPSIN,CHEMBL451930,Elongation factor 1-alpha 2 inhibitor,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O
DYPHYLLINE,CHEMBL1752,Phosphodiesterase 4 inhibitor,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
THEOPHYLLINE SODIUM GLYCINATE,CHEMBL1200578,Phosphodiesterase 4 inhibitor,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+]
THEOPHYLLINE,CHEMBL1355736,Phosphodiesterase 4 inhibitor,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O
IPRAGLIFLOZIN,CHEMBL2018096,Sodium/glucose cotransporter 2 inhibitor,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
HENAGLIFLOZIN,CHEMBL4297431,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F
YM-543,CHEMBL4297452,Sodium/glucose cotransporter 2 inhibitor,C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ERTUGLIFLOZIN PIDOLATE,CHEMBL5315054,Sodium/glucose cotransporter 2 inhibitor,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1.O=C1CC[C@@H](C(=O)O)N1
APREMILAST,CHEMBL514800,Phosphodiesterase 4 inhibitor,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
CRISABOROLE,CHEMBL484785,Phosphodiesterase 4 inhibitor,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
DROTAVERINE,CHEMBL551978,Phosphodiesterase 4 inhibitor,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC
GSK-256066,CHEMBL570015,Phosphodiesterase 4 inhibitor,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
OXTRIPHYLLINE,CHEMBL1200434,Phosphodiesterase 4 inhibitor,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O
FLAVOXATE HYDROCHLORIDE,CHEMBL1200875,Phosphodiesterase 4 inhibitor,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
AMINOPHYLLINE,CHEMBL1370561,Phosphodiesterase 4 inhibitor,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
TRANIMILAST,CHEMBL3113974,Phosphodiesterase 4 inhibitor,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1
DIFAMILAST,CHEMBL3989968,Phosphodiesterase 4 inhibitor,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1
DOVRAMILAST,CHEMBL4297460,Phosphodiesterase 4 inhibitor,CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC
ROLIPRAM,CHEMBL63,Phosphodiesterase 4 inhibitor,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
TETOMILAST,CHEMBL332750,Phosphodiesterase 4 inhibitor,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC
TOFIMILAST,CHEMBL217899,Phosphodiesterase 4 inhibitor,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2
CILOMILAST,CHEMBL511115,Phosphodiesterase 4 inhibitor,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1
MK-0873,CHEMBL485629,Phosphodiesterase 4 inhibitor,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O
LOTAMILAST,CHEMBL3989967,Phosphodiesterase 4 inhibitor,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1
HT-0712,CHEMBL4297287,Phosphodiesterase 4 inhibitor,COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1
OGLEMILAST,CHEMBL4297520,Phosphodiesterase 4 inhibitor,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1
REVAMILAST,CHEMBL4297527,Phosphodiesterase 4 inhibitor,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12
ENSIFENTRINE,CHEMBL4594287,Phosphodiesterase 4 inhibitor,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2
TRETINOIN,CHEMBL38,Retinoic acid receptor agonist,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
