drug_name,chembl_id,max_phase,cancer_indications
TEMSIROLIMUS,CHEMBL1201182,4,"Adenocarcinoma; Astrocytoma; Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoid Tumor; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Islet Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Colonic Neoplasms; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Endometrial Neoplasms; Fallopian Tube Neoplasms; Ganglioneuroblastoma; Genital Neoplasms, Female; Glioblastoma; Glioma; Gliosarcoma; Hepatoblastoma; Hodgkin Disease; Kidney Neoplasms; Leukemia; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Melanoma; Multiple Myeloma; Neoplasm Metastasis; Neoplasms; Neuroblastoma; Oligodendroglioma; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rhabdomyosarcoma; Rhabdomyosarcoma, Alveolar; Rhabdomyosarcoma, Embryonal; Sarcoma; Small Cell Lung Carcinoma; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
TEMUTERKIB,CHEMBL4650285,2,"Glioblastoma; Leukemia, Myeloid, Acute; Neoplasms; Pancreatic Neoplasms"
THEOPHYLLINE,CHEMBL1355736,2,"Carcinoma, Non-Small-Cell Lung; Leukemia; Leukemia, Myeloid, Acute; Lung Neoplasms; Prostatic Neoplasms"
THIOGUANINE,CHEMBL727,4,"Brain Neoplasms; Central Nervous System Neoplasms; Glioblastoma; Hodgkin Disease; Leukemia; Leukemia, Basophilic, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Lymphoid; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Myelomonocytic, Chronic; Lymphoma; Lymphoma, Non-Hodgkin; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
THIORIDAZINE,CHEMBL479,1,"Leukemia, Myeloid, Acute"
THIOTEPA,CHEMBL671,4,"Adenocarcinoma; Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma; Central Nervous System Neoplasms; Fallopian Tube Neoplasms; Ganglioneuroblastoma; Glioma; Hematologic Neoplasms; Hodgkin Disease; Inflammatory Breast Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Liver Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Multiple Myeloma; Neoplasms; Neoplasms, Germ Cell and Embryonal; Neoplasms, Neuroepithelial; Neoplasms, Plasma Cell; Neuroblastoma; Neuroectodermal Tumors, Primitive; Osteosarcoma; Ovarian Neoplasms; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Retinoblastoma; Sarcoma"
TIGECYCLINE,CHEMBL376140,1,"Leukemia, Myeloid, Acute"
TIPIFARNIB,CHEMBL289228,3,"Astrocytoma; Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Colorectal Neoplasms; Glioblastoma; Gliosarcoma; Head and Neck Neoplasms; Inflammatory Breast Neoplasms; Leukemia; Leukemia, Large Granular Lymphocytic; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Myelomonocytic, Juvenile; Lung Neoplasms; Lymphoma, Mantle-Cell; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Multiple Myeloma; Neoplasms; Neuroectodermal Tumors, Primitive; Oligodendroglioma; Pancreatic Neoplasms; Paraganglioma; Prostatic Neoplasms, Castration-Resistant; Thyroid Neoplasms; Urinary Bladder Neoplasms"
TIRBANIBULIN,CHEMBL571546,2,"Carcinoma, Basal Cell; Leukemia, Myeloid, Acute; Lymphoma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
TISAGENLECLEUCEL,CHEMBL3301574,4,"Hodgkin Disease; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Multiple Myeloma; Precursor B-Cell Lymphoblastic Leukemia-Lymphoma; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
TOCILIZUMAB,CHEMBL1237022,3,"Astrocytoma; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Hematologic Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Liver Neoplasms; Lymphoma; Lymphoma, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Melanoma; Multiple Myeloma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma; Urinary Bladder Neoplasms"
TOMIVOSERTIB,CHEMBL4073443,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Leukemia, Myeloid, Acute; Lymphoma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
TOPOTECAN,CHEMBL84,3,"Astrocytoma; Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Small Cell; Central Nervous System Neoplasms; Colonic Neoplasms; Desmoplastic Small Round Cell Tumor; Endometrial Neoplasms; Fallopian Tube Neoplasms; Fibrosarcoma; Ganglioneuroblastoma; Genital Neoplasms, Female; Glioblastoma; Glioma; Gliosarcoma; Leukemia; Leukemia, Myeloid, Acute; Liposarcoma, Myxoid; Lung Neoplasms; Lymphoma; Lymphoma, Non-Hodgkin; Mediastinal Neoplasms; Medulloblastoma; Melanoma; Meningeal Neoplasms; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neuroblastoma; Oligodendroglioma; Ovarian Neoplasms; Paraganglioma; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Rectal Neoplasms; Retinoblastoma; Rhabdomyosarcoma; Sarcoma; Sarcoma, Clear Cell; Sarcoma, Ewing; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms; Uterine Neoplasms; Wilms Tumor"
TOSEDOSTAT,CHEMBL2103847,2,"Carcinoma, Non-Small-Cell Lung; Leukemia, Myeloid, Acute; Neoplasms; Pancreatic Neoplasms"
TOZASERTIB,CHEMBL572878,2,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Leukemia; Leukemia, Lymphoid; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
TRAMETINIB,CHEMBL2103875,4,"Adenocarcinoma of Lung; Adenocarcinoma, Follicular; Ameloblastoma; Biliary Tract Neoplasms; Breast Neoplasms; Bronchial Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Gastrointestinal Stromal Tumors; Glioma; Leukemia; Leukemia, Myeloid, Acute; Liver Neoplasms; Lung Neoplasms; Melanoma; Meningioma; Mouth Neoplasms; Multiple Myeloma; Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sarcoma; Stomach Neoplasms; Thyroid Carcinoma, Anaplastic; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms; Uveal Melanoma"
TRANYLCYPROMINE,CHEMBL3989843,1,"Leukemia; Leukemia, Myeloid, Acute"
TRASTUZUMAB,CHEMBL1201585,4,"Adenocarcinoma; Adenocarcinoma, Follicular; Adrenal Cortex Neoplasms; Anus Neoplasms; Appendiceal Neoplasms; Bile Duct Neoplasms; Biliary Tract Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoid Tumor; Carcinoma; Carcinoma, Ductal; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Digestive System Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Hemangiosarcoma; Hematologic Neoplasms; Hodgkin Disease; Inflammatory Breast Neoplasms; Leukemia; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Neoplasm Metastasis; Neoplasms; Oropharyngeal Neoplasms; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Parathyroid Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms; Sarcoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Testicular Neoplasms; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Urogenital Neoplasms; Uterine Cervical Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms"
TREOSULFAN,CHEMBL455186,4,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Hematologic Neoplasms; Hodgkin Disease; Leukemia, Myeloid, Acute; Lymphoma, Non-Hodgkin; Melanoma; Multiple Myeloma; Neoplasms; Ovarian Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Sarcoma, Ewing"
TRETINOIN,CHEMBL38,4,"Breast Neoplasms; Carcinoma, Adenoid Cystic; Carcinoma, Basal Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Glioblastoma; Hematologic Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Myeloid, Acute; Leukemia, Promyelocytic, Acute; Lung Neoplasms; Lymphoma; Melanoma; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neuroblastoma; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Skin Neoplasms; Small Cell Lung Carcinoma"
TROCULEUCEL,CHEMBL5314888,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fallopian Tube Neoplasms; Glioblastoma; Gliosarcoma; Leukemia; Leukemia, Erythroblastic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Megakaryoblastic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Neoplasms; Neuroblastoma; Ovarian Neoplasms; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
TUCATINIB,CHEMBL3989868,4,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Colorectal Neoplasms; Hemangiosarcoma; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Lung Neoplasms; Neoplasm Metastasis; Neoplasms; Stomach Neoplasms"
TUCIDINOSTAT,CHEMBL3621988,3,"Breast Neoplasms; Carcinoma, Adenoid Cystic; Carcinoma, Hepatocellular; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Esophageal Neoplasms; Hodgkin Disease; Leukemia, Biphenotypic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myeloid, Acute; Leukemia, Promyelocytic, Acute; Leukemia, T-Cell; Lymphoma; Lymphoma, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Multiple Myeloma; Neoplasms; Neuroblastoma; Osteosarcoma; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Sarcoma; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
TUSPETINIB,CHEMBL5314420,1,"Leukemia, Myeloid, Acute"
UCN-01,CHEMBL574737,2,"Anus Neoplasms; Appendiceal Neoplasms; Breast Neoplasms; Carcinoid Tumor; Carcinoma, Basal Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Verrucous; Endometrial Neoplasms; Esophageal Neoplasms; Esthesioneuroblastoma, Olfactory; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Gastrointestinal Stromal Tumors; Hypopharyngeal Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Promyelocytic, Acute; Lymphoma; Melanoma; Neoplasms; Oropharyngeal Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms"
ULIXERTINIB,CHEMBL3590106,2,"Leukemia, Myeloid, Acute; Neoplasms; Pancreatic Neoplasms; Paraganglioma; Uveal Melanoma"
ULOCUPLUMAB,CHEMBL3039543,1,"Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Lymphoma, Follicular; Multiple Myeloma; Neoplasms"
UPROLESELAN,CHEMBL3989971,3,"Leukemia, Myeloid, Acute; Multiple Myeloma"
UPROSERTIB,CHEMBL3137336,2,"Breast Neoplasms; Leukemia, Myeloid, Acute; Melanoma; Multiple Myeloma; Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms; Uveal Melanoma"
VADASTUXIMAB TALIRINE,CHEMBL3990021,1,"Leukemia, Myeloid, Acute; Leukemia, Promyelocytic, Acute"
VALPROIC ACID,CHEMBL109,2,"Astrocytoma; Brain Neoplasms; Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Colorectal Neoplasms; Glioblastoma; Glioma; Head and Neck Neoplasms; Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Medulloblastoma; Melanoma; Nasopharyngeal Carcinoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Small Cell Lung Carcinoma; Thyroid Neoplasms; Urinary Bladder Neoplasms; Uveal Melanoma"
VALSPODAR,CHEMBL1086218,3,"Breast Neoplasms; Carcinoma, Renal Cell; Kidney Neoplasms; Leukemia; Leukemia, Basophilic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Lymphoma; Multiple Myeloma; Neoplasm Metastasis; Neoplasms; Neoplasms, Plasma Cell; Ovarian Neoplasms; Sarcoma"
VAMOTINIB,CHEMBL4297478,2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Neoplasms"
VANDETANIB,CHEMBL24828,4,"Adenocarcinoma; Adenocarcinoma, Follicular; Astrocytoma; Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Medullary; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gastrointestinal Stromal Tumors; Glioblastoma; Glioma; Gliosarcoma; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia, Myeloid, Acute; Lung Neoplasms; Mesothelioma; Multiple Myeloma; Neoplasm Metastasis; Neoplasms; Neuroblastoma; Oligodendroglioma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms; Thyroid Neoplasms; Ureteral Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms"
VATALANIB,CHEMBL101253,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Colonic Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Kidney Neoplasms; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Lymphoma, Large B-Cell, Diffuse; Melanoma; Mesothelioma; Multiple Myeloma; Neoplasm Metastasis; Neoplasms; Neuroendocrine Tumors; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sarcoma; Uterine Cervical Neoplasms"
VEMURAFENIB,CHEMBL1229517,4,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Hematologic Neoplasms; Leukemia, Hairy Cell; Leukemia, Myeloid, Acute; Lymphoma; Melanoma; Multiple Myeloma; Neoplasms; Pancreatic Neoplasms; Paraganglioma; Skin Neoplasms; Thyroid Neoplasms"
VENETOCLAX,CHEMBL3137309,4,"Blastic Plasmacytoid Dendritic Cell Neoplasm; Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Non-Small-Cell Lung; Hematologic Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Prolymphocytic; Leukemia, Prolymphocytic, T-Cell; Leukemia, Promyelocytic, Acute; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Multiple Myeloma; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Small Cell Lung Carcinoma"
VIBECOTAMAB,CHEMBL4298131,2,"Leukemia, Myeloid, Acute; Neoplasms"
VINBLASTINE,CHEMBL159,4,"Brain Neoplasms; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Glioma; Hodgkin Disease; Leukemia; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, T-Cell, Peripheral; Melanoma; Neoplasms; Paraganglioma; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Skin Neoplasms; Testicular Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms"
VINCRISTINE,CHEMBL90555,4,"Adrenal Cortex Neoplasms; Astrocytoma; Blastic Plasmacytoid Dendritic Cell Neoplasm; Brain Neoplasms; Burkitt Lymphoma; Central Nervous System Neoplasms; Choroid Plexus Neoplasms; Ganglioneuroblastoma; Glioblastoma; Glioma; Hematologic Neoplasms; Hepatoblastoma; Hodgkin Disease; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Leukemia-Lymphoma, Adult T-Cell; Lymphoma; Lymphoma, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, Primary Effusion; Lymphoma, T-Cell; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Multiple Myeloma; Neoplasm Metastasis; Neoplasms; Neuroblastoma; Osteosarcoma; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Retinoblastoma; Rhabdomyosarcoma; Rhabdomyosarcoma, Alveolar; Rhabdomyosarcoma, Embryonal; Sarcoma; Sarcoma, Ewing; Small Cell Lung Carcinoma; Wilms Tumor"
VINCRISTINE SULFATE,CHEMBL501867,3,"Astrocytoma; Brain Neoplasms; Burkitt Lymphoma; Carcinoma; Central Nervous System Neoplasms; Colorectal Neoplasms; Ganglioneuroblastoma; Glioma; Head and Neck Neoplasms; Hepatoblastoma; Hodgkin Disease; Kidney Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Leukemia-Lymphoma, Adult T-Cell; Lung Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Mesothelioma; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Neuroblastoma; Neuroectodermal Tumors, Primitive; Neuroectodermal Tumors, Primitive, Peripheral; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Retinoblastoma; Rhabdomyosarcoma; Rhabdomyosarcoma, Alveolar; Rhabdomyosarcoma, Embryonal; Sarcoma; Sarcoma, Kaposi; Uterine Cervical Neoplasms; Wilms Tumor"
VISILIZUMAB,CHEMBL2108811,3,"Leukemia, Myeloid, Acute; Lymphoma"
VISMODEGIB,CHEMBL473417,4,"Breast Neoplasms; Carcinoma, Basal Cell; Carcinoma, Pancreatic Ductal; Chondrosarcoma, Clear Cell; Chondrosarcoma, Mesenchymal; Glioblastoma; Gliosarcoma; Leukemia, Myeloid, Acute; Medulloblastoma; Meningioma; Multiple Myeloma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Skin Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms"
VODOBATINIB,CHEMBL4130229,1,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid"
VOLASERTIB,CHEMBL1233528,3,"Carcinoma, Non-Small-Cell Lung; Leukemia; Leukemia, Erythroblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Neoplasms; Ovarian Neoplasms"
VORICONAZOLE,CHEMBL638,3,"Hematologic Neoplasms; Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Neoplasms"
VORINOSTAT,CHEMBL98,4,"Adenocarcinoma, Follicular; Anus Neoplasms; Astrocytoma; Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Burkitt Lymphoma; Carcinoma, Medullary; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Carcinoma, Verrucous; Colonic Neoplasms; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Esophageal Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Glioma; Gliosarcoma; Hodgkin Disease; Hypopharyngeal Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Juvenile; Leukemia, Promyelocytic, Acute; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Mesothelioma; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Neoplasms, Plasma Cell; Neuroblastoma; Oligodendroglioma; Oropharyngeal Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Salivary Gland Neoplasms; Sarcoma; Sezary Syndrome; Skin Neoplasms; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Thyroid Neoplasms; Urinary Bladder Neoplasms; Uveal Melanoma"
VOSAROXIN,CHEMBL68117,3,"Carcinoma, Non-Small-Cell Lung; Leukemia; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Small Cell Lung Carcinoma"
