rank,compound_name,chembl_id,display_target,primary_target,mechanism_category,mechanistic_rationale,supporting_evidence,confidence_tier,composite_score,pchembl_value,confidence_score,max_phase,full_mwt,alogp,num_ro5_violations,tier1_hit,tier2_hit,tier3_hit,lsd_bonus,bio_bonus,clinical_bonus
1195,epigallocatechin-gallate-(-),CHEMBL297453,True,Enoyl-acyl-carrier protein reductase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.1 (True=8.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,8.1,9.0,3.0,458.38,2.23,2.0,False,False,False,0.0,2.0,1.0
1196,eptifibatide,CHEMBL1174,True,Integrin alpha-V/beta-3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=120.0 True vs True, True); assay confidence=7/9; clinical stage: Approved; MOA: True",Low,3.0,6.92,7.0,4.0,831.98,-1.84,3.0,False,False,False,0.0,1.5,1.5
1197,estradiol-cypionate,CHEMBL1200973,True,Estrogen receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=378.9 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.42,8.0,4.0,396.57,6.13,1.0,False,False,False,0.0,1.5,1.5
1198,etacrynic-acid,CHEMBL456,True,Cytochrome P450 2C9,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=630.96 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.2,8.0,4.0,303.14,3.61,0.0,False,False,False,0.0,1.5,1.5
1199,ethisterone,CHEMBL241694,True,Sex hormone-binding globulin,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.8 (True=1.66 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,8.78,9.0,3.0,312.45,3.88,0.0,False,False,False,0.0,2.0,1.0
1200,eticlopride,CHEMBL8946,True,D(2) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=10.1 (True=0.086 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,3.0,10.07,9.0,2.0,340.85,2.83,0.0,False,False,True,0.0,2.0,0.0
1201,evacetrapib,CHEMBL2017179,True,Cholesteryl ester transfer protein,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.6 (True=26.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,7.58,9.0,3.0,638.66,7.1,2.0,False,False,False,0.0,2.0,1.0
1202,fasudil,CHEMBL38380,True,Rho-associated protein kinase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.5 (True=31.62 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,3.0,7.5,8.0,3.0,291.38,1.22,0.0,False,False,False,0.0,2.0,1.0
1203,felbamate,CHEMBL1094,True,Cytochrome P450 2D6,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=794.33 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.1,8.0,4.0,238.24,0.96,0.0,False,False,False,0.0,1.5,1.5
1204,fenoprofen,CHEMBL1297,True,Prostaglandin G/H synthase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=145.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.84,9.0,4.0,242.27,3.67,0.0,False,False,False,0.0,1.5,1.5
1205,fesoterodine,CHEMBL1201764,True,Muscarinic acetylcholine receptor M1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=354.2 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.45,8.0,4.0,411.59,5.38,1.0,False,False,False,0.0,1.5,1.5
1206,fimasartan,CHEMBL1951143,True,Type-1 angiotensin II receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=9.4 (True=0.42 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,9.38,9.0,3.0,501.66,4.22,1.0,False,False,False,0.0,2.0,1.0
1207,fipexide,CHEMBL254857,True,Synaptic vesicular amine transporter,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=150.0 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.82,8.0,4.0,388.85,2.79,0.0,False,False,False,0.0,1.5,1.5
1208,fipronil,CHEMBL101326,True,GABA receptor subunit,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=8.6 (True=2.3 True vs True, True); assay confidence=9/9; MOA: True",Low,3.0,8.64,9.0,-1.0,437.15,4.28,0.0,False,False,True,0.0,2.0,0.0
1209,fisetin,CHEMBL31574,True,Acetylcholinesterase,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=7.9 (True=12.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,3.0,7.92,9.0,2.0,286.24,2.28,0.0,False,False,True,0.0,2.0,0.0
1210,flecainide,CHEMBL652,True,Voltage-gated inwardly rectifying potassium channel KCNH2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.5 (True=3000.0 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,5.52,8.0,4.0,414.35,3.44,0.0,False,False,True,0.0,0.5,1.5
1211,flucytosine,CHEMBL1463,True,ATP-dependent molecular chaperone HSP82,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=711.0 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.15,8.0,4.0,129.09,-0.51,0.0,False,False,False,0.0,1.5,1.5
1212,fludarabine,CHEMBL1568,True,Adenosine receptor A1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.2 (True=5.9 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,3.0,8.23,8.0,3.0,285.24,-1.84,0.0,False,False,False,0.0,2.0,1.0
1213,fludarabine-phosphate,CHEMBL1096882,True,"Carbonic anhydrase 5A, mitochondrial",No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=130.9 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.88,9.0,4.0,365.21,-1.72,0.0,False,False,False,0.0,1.5,1.5
1214,flumatinib,CHEMBL3545413,True,Bcr/Abl fusion protein,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.9 (True=1.2 True vs True, True); assay confidence=7/9; clinical stage: Phase III; MOA: True",Low,3.0,8.92,7.0,3.0,562.6,5.0,2.0,False,False,False,0.0,2.0,1.0
1215,fluorescein,CHEMBL1057,True,Cytochrome P450 2C19,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.0 (True=907.4 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.04,8.0,4.0,332.31,3.67,0.0,False,False,False,0.0,1.5,1.5
1216,flupentixol,CHEMBL54661,True,D(1A) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=9.5 (True=0.3 True vs True, True); assay confidence=8/9; MOA: True",Low,3.0,9.52,8.0,,434.53,4.6,0.0,False,False,True,0.0,2.0,0.0
1217,folic-acid,CHEMBL1622,True,Dihydrofolate reductase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=810.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.09,9.0,4.0,441.4,-0.04,1.0,False,False,False,0.0,1.5,1.5
1218,formononetin,CHEMBL242341,True,Apoptosis regulator Bcl-2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=8.0 (True=10.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,3.0,8.0,9.0,2.0,268.27,3.17,0.0,False,False,True,0.0,2.0,0.0
1219,foscarnet,CHEMBL666,True,Human immunodeficiency virus type 1 reverse transcriptase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=400.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.4,9.0,4.0,126.0,-0.16,0.0,False,False,False,0.0,1.5,1.5
1220,galeterone,CHEMBL2105738,True,"Steroid 17-alpha-hydroxylase/17,20 lyase",No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.5 (True=28.1 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,7.55,9.0,3.0,388.56,5.81,1.0,False,False,False,0.0,2.0,1.0
1221,gallamine-triethiodide,CHEMBL360055,True,Muscarinic acetylcholine receptor M2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=130.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.89,9.0,4.0,510.83,5.45,2.0,False,False,False,0.0,1.5,1.5
1222,gallopamil,CHEMBL51149,True,Voltage-dependent L-type calcium channel subunit alpha-1C,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=7.8 (True=17.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,3.0,7.77,9.0,2.0,484.64,5.1,1.0,False,False,True,0.0,2.0,0.0
1223,gatifloxacin,CHEMBL31,True,DNA gyrase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=500.0 True vs True, True); assay confidence=7/9; clinical stage: Approved; MOA: True",Low,3.0,6.3,7.0,4.0,375.4,1.98,0.0,False,False,False,0.0,1.5,1.5
1224,gemifloxacin,CHEMBL430,True,DNA topoisomerase 4 subunit A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=300.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.52,9.0,4.0,389.39,0.97,0.0,False,False,False,0.0,1.5,1.5
1225,gestodene,CHEMBL1213583,True,Androgen receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.5 (True=3.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,3.0,8.52,8.0,3.0,310.44,3.66,0.0,False,False,False,0.0,2.0,1.0
1226,glimepiride,CHEMBL1481,True,Aldo-keto reductase family 1 member C3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=850.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.07,9.0,4.0,490.63,3.07,0.0,False,False,False,0.0,1.5,1.5
1227,haloprogin,CHEMBL1289,True,Adenosine receptor A3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=126.0 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.9,8.0,4.0,361.39,4.42,0.0,False,False,False,0.0,1.5,1.5
1228,homochlorcyclizine,CHEMBL1515447,True,D(3) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=7.1 (True=72.1 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,3.0,7.14,8.0,2.0,314.86,4.07,0.0,False,False,True,0.0,2.0,0.0
1229,hydralazine,CHEMBL276832,True,Peroxisomal acyl-coenzyme A oxidase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=420.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.38,9.0,4.0,160.18,0.92,0.0,False,False,False,0.0,1.5,1.5
1230,hydrocortisone-hemisuccinate,CHEMBL977,True,Glucocorticoid receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=190.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.72,9.0,4.0,462.54,2.2,0.0,False,False,False,0.0,1.5,1.5
1231,hydroxychloroquine,CHEMBL1535,True,Toll-like receptor 9,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.0 (True=110.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.96,9.0,4.0,335.88,3.78,0.0,False,False,False,0.0,1.5,1.5
1232,icilin,CHEMBL258405,True,Transient receptor potential cation channel subfamily M member 8,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.2 (True=58.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,7.24,9.0,3.0,311.3,2.87,0.0,False,False,False,0.0,2.0,1.0
1233,icotinib,CHEMBL2087361,True,Epidermal growth factor receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.9 (True=1.23 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,8.91,9.0,3.0,391.43,3.16,0.0,False,False,False,0.0,2.0,1.0
1234,imiquimod,CHEMBL1282,True,Toll-like receptor 7,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=202.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.7,9.0,4.0,240.31,2.82,0.0,False,False,False,0.0,1.5,1.5
1235,indatraline,CHEMBL341898,True,Sodium-dependent serotonin transporter,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=8.3 (True=4.8 True vs True, True); assay confidence=8/9; MOA: True",Low,3.0,8.32,8.0,,292.21,4.79,0.0,False,False,True,0.0,2.0,0.0
1236,indeloxazine,CHEMBL2105022,True,Sodium-dependent serotonin transporter,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=7.3 (True=47.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,3.0,7.33,8.0,2.0,231.29,1.62,0.0,False,False,True,0.0,2.0,0.0
1237,indiplon,CHEMBL262075,True,Gamma-aminobutyric acid receptor subunit alpha-1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=9.3 (True=0.45 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,9.35,9.0,3.0,376.44,3.67,0.0,False,False,False,0.0,2.0,1.0
1238,indocyanine-green,CHEMBL1646,True,ATP-binding cassette sub-family C member 2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.0 (True=1000.0 True vs True, True); assay confidence=9/9; clinical stage: Approved; MOA: True",Low,3.0,6.0,9.0,4.0,774.98,8.71,2.0,False,False,False,0.0,1.5,1.5
1239,isoetharine,CHEMBL1201213,True,Prostaglandin G/H synthase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=660.0 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,6.18,8.0,4.0,239.31,1.91,0.0,False,False,False,0.0,1.5,1.5
1240,isoxsuprine,CHEMBL1197051,True,D(3) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=7.4 (True=37.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,3.0,7.43,8.0,2.0,301.39,2.87,0.0,False,False,True,0.0,2.0,0.0
1241,itacitinib,CHEMBL3622820,True,Tyrosine-protein kinase JAK1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.7 (True=2.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,8.7,9.0,3.0,553.52,3.6,1.0,False,False,False,0.0,2.0,1.0
1242,ivabradine,CHEMBL471737,True,D(3) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2612.9 True vs True, True); assay confidence=8/9; clinical stage: Approved; MOA: True",Low,3.0,5.58,8.0,4.0,468.59,3.31,0.0,False,False,True,0.0,0.5,1.5
1243,kainic-acid,CHEMBL275040,True,"Glutamate receptor ionotropic, kainate 2",Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=8.4 (True=3.7 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,3.0,8.43,8.0,2.0,213.23,0.33,0.0,False,False,True,0.0,2.0,0.0
1244,ketanserin,CHEMBL51,True,5-hydroxytryptamine receptor 2A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=9.6 (True=0.23 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,3.0,9.64,8.0,3.0,395.43,2.42,0.0,False,False,False,0.0,2.0,1.0
1245,latrepirdine,CHEMBL589390,True,5-hydroxytryptamine receptor 7,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=8.1 (True=7.943 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,3.0,8.1,9.0,3.0,319.45,3.88,0.0,False,False,False,0.0,2.0,1.0
1246,lerisetron,CHEMBL56900,True,5-hydroxytryptamine receptor 3A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=9.4 (True=0.36 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,3.0,9.44,8.0,3.0,292.39,2.49,0.0,False,False,False,0.0,2.0,1.0
